DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/VISUAL.1999.809870,Efficient compression of non-manifold polygonal meshes,Vis,Conference paper,1999,André Guéziec;Frank Bossen;Gabriel Taubin;Cláudio T. Silva,10.1109/VISUAL.1997.663902;10.1109/VISUAL.1998.745327,polygon mesh;geometry compression;non-manifold;stitching
10.1109/VISUAL.1999.809911,High performance presence-accelerated ray casting,Vis,Conference paper,1999,Ming Wan;Arie E. Kaufman;Steve Bryson,10.1109/VISUAL.1994.346319;10.1109/VISUAL.1990.146377;10.1109/VISUAL.1999.809914;10.1109/VISUAL.1992.235231;10.1109/VISUAL.1998.745713,volume rendering;presence acceleration;run-length encoding;projection template;multiresolution volume;interactive classification;parallel processing
10.1109/VISUAL.2000.885718,New techniques for topologically correct surface reconstruction,Vis,Conference paper,2000,Udo Adamy;Joachim Giesen;Matthias John 0003,10.1109/VISUAL.1998.745286,surface reconstruction;gabriel graph;linear programming;topology
10.1109/VISUAL.2002.1183753,Fast visualization of plane-like structures in voxel data,Vis,Conference paper,2002,Steffen Prohaska;Hans-Christian Hege,,skeleton;thinning;distance transform;triangulation;visualization
10.1109/VISUAL.2002.1183755,Direct surface extraction from 3D freehand ultrasound images,Vis,Conference paper,2002,Youwei Zhang;Robert Rohling;Dinesh K. Pai,10.1109/VISUAL.1991.175782;10.1109/VISUAL.1994.346295,radial basis function;ultrasound;iso-surface;3d freehand ultrasound;direct surface extraction;unstructured data
10.1109/VISUAL.2002.1183770,"PMR: point to mesh rendering, a feature-based approach",Vis,Conference paper,2002,Tamal K. Dey;James Hudson,10.1109/VISUAL.2001.964489;10.1109/VISUAL.2001.964492;10.1109/VISUAL.2001.964491;10.1109/VISUAL.1997.663909,rendering;feature;multi resolution;level of detail;voronoi diagram
10.1109/VISUAL.2004.32,Flow field clustering via algebraic multigrid,Vis,Conference paper,2004,Michael Griebel;Tobias Preußer;Martin Rumpf;Marc Alexander Schweitzer;Alexandru Telea,10.1109/VISUAL.1999.809865;10.1109/VISUAL.2003.1250372;10.1109/VISUAL.2003.1250377;10.1109/VISUAL.2003.1250363;10.1109/VISUAL.1999.809863,algebraic multigrid;multi-scale visualization;flow visualization
10.1109/VISUAL.2005.1532794,Distributed data management for large volume visualization,Vis,Conference paper,2005,Jinzhu Gao;Jian Huang 0007;C. Ryan Johnson;Scott Atchley;James Arthur Kohl,10.1109/VISUAL.2002.1183758;10.1109/VISUAL.2002.1183757;10.1109/VISUAL.1999.809910;10.1109/VISUAL.1998.745300;10.1109/VISUAL.2004.110;10.1109/VISUAL.2004.112;10.1109/VISUAL.1999.809879,large data visualization;distributed storage;logistical networking;visibility culling;volume rendering;multiresolution rendering
10.1109/VAST.2006.261439,"Toward a Multi-Analyst, Collaborative Framework for Visual Analytics",VAST,Conference paper,2006,Susan Brennan;Klaus Mueller;Gregory J. Zelinsky;I. V. Ramakrishnan;David Scott Warren;Arie E. Kaufman,,visual analytic;collaborative and distributed visualization;data management and knowledge representation;visual knowledge discovery
10.1109/TVCG.2007.70565,Illustrative Deformation for Data Exploration,Vis,Journal paper,2007,Carlos D. Correa;Deborah Silver;Mi Chen,10.1109/VISUAL.2000.885696;10.1109/TVCG.2006.144;10.1109/VISUAL.2003.1250400;10.1109/TVCG.2006.152;10.1109/VISUAL.2003.1250401;10.1109/INFVIS.2004.59;10.1109/VISUAL.2002.1183777;10.1109/TVCG.2006.140;10.1109/VISUAL.2001.964519;10.1109/VISUAL.2004.48;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2005.1532856;10.1109/VISUAL.2005.1532818,volume deformation;focus+context visualization;interaction techniques
10.1109/TVCG.2008.170,The Seismic Analyzer: Interpreting and Illustrating 2D Seismic Data,Vis,Journal paper,2008,Daniel Patel;Christopher Giertsen;John Thurmond;John Gjelberg;M. Eduard Gröller,10.1109/VISUAL.1999.809905;10.1109/VISUAL.2005.1532802;10.1109/VISUAL.1991.175811,seismic interpretation;illustrative rendering;seismic attributes;top-down interpretation
10.1109/TVCG.2009.144,Focus+Context Route Zooming and Information Overlay in 3D Urban Environments,Vis,Journal paper,2009,Huamin Qu;Haomian Wang;Weiwei Cui;Yingcai Wu;Ming-Yuen Chan,10.1109/TVCG.2008.124;10.1109/TVCG.2006.163;10.1109/TVCG.2006.167;10.1109/INFVIS.1998.729558;10.1109/TVCG.2008.132,focus+context visualization;zoom;3d virtual environment;seam carving
10.1109/TVCG.2011.166,"Angular Histograms: Frequency-Based Visualizations for Large, High Dimensional Data",InfoVis,Journal paper,2011,Zhao Geng;Zhenmin Peng;Robert S. Laramee;Jonathan Roberts 0002;Rick Walker,10.1109/INFVIS.2002.1173157;10.1109/INFVIS.2004.68;10.1109/TVCG.2006.138;10.1109/TVCG.2007.70535;10.1109/VISUAL.1999.809866;10.1109/INFVIS.1996.559216;10.1109/VISUAL.1990.146402;10.1109/TVCG.2010.184;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2006.170;10.1109/TVCG.2008.131,parallel coordinates;angular histogram;attribute curves
10.1109/TVCG.2011.177,Branching and Circular Features in High Dimensional Data,Vis,Journal paper,2011,Bei Wang 0001;Brian Summa;Valerio Pascucci;Mikael Vejdemo-Johansson,10.1109/TVCG.2010.213;10.1109/TVCG.2009.119;10.1109/TVCG.2007.70601;10.1109/TVCG.2010.139;10.1109/VAST.2010.5652940,dimensionality reduction;circular coordinates;visualization;topological analysis
10.1109/TVCG.2012.192,Adaptive Composite Map Projections,InfoVis,Journal paper,2012,Bernhard Jenny,10.1109/TVCG.2011.191;10.1109/TVCG.2010.191;10.1109/INFVIS.2000.885095,multi-scale map;web mapping;web cartography;web map projection;web mercator;html5 canvas
10.1109/TVCG.2012.194,An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,SciVis,Journal paper,2012,Nathaniel Fout;Kwan-Liu Ma,10.1109/VISUAL.1996.568138;10.1109/TVCG.2006.143;10.1109/VISUAL.1994.346332,volume compression;lossless compression;floating-point compression
10.1109/TVCG.2013.147,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,SciVis,Journal paper,2013,Dane M. Coffey;Chi-Lun Lin;Arthur G. Erdman;Daniel F. Keefe,10.1109/TVCG.2012.261;10.1109/TVCG.2010.223;10.1109/TVCG.2010.190;10.1109/TVCG.2011.248;10.1109/VISUAL.2000.885734;10.1109/TVCG.2010.171;10.1109/TVCG.2007.70581,design;simulation;direct manipulation;multi-touch
10.1109/TVCG.2013.168,Interactive Exploration of Surveillance Video through Action Shot Summarization and Trajectory Visualization,VAST,Journal paper,2013,Amir H. Meghdadi;Pourang Irani,10.1109/INFVIS.2004.27;10.1109/TVCG.2012.222;10.1109/VISUAL.2003.1250401,video visual analytics;surveillance video;video visualization;video summarization;video browsing and exploration
10.1109/TVCG.2013.223,Visual Analytics for Multimodal Social Network Analysis: A Design Study with Social Scientists,VAST,Journal paper,2013,Sohaib Ghani;Bum Chul Kwon;Seungyoon Lee;Ji Soo Yi;Niklas Elmqvist,10.1109/TVCG.2011.247;10.1109/VAST.2011.6102440;10.1109/TVCG.2012.213;10.1109/TVCG.2011.201;10.1109/VAST.2007.4389006;10.1109/TVCG.2007.70521;10.1109/INFVIS.2005.1532142;10.1109/VISUAL.1990.146402;10.1109/TVCG.2007.70535;10.1109/INFVIS.2002.1173155;10.1109/VAST.2006.261430;10.1109/TVCG.2006.166;10.1109/TVCG.2011.209,design studies;user centered design;node-link diagram;multimodal graphs;interaction;qualitative evaluation
10.1109/TVCG.2014.2346448,Multi-Charts for Comparative 3D Ensemble Visualization,SciVis,Journal paper,2014,Ismail Demir;Christian Dick;Rüdiger Westermann,10.1109/TVCG.2013.143;10.1109/VISUAL.2000.885739;10.1109/TVCG.2006.159;10.1109/TVCG.2008.139;10.1109/TVCG.2007.70518;10.1109/TVCG.2010.181;10.1109/TVCG.2009.198;10.1109/INFVIS.2002.1173157;10.1109/VISUAL.1999.809921,ensemble visualization;brushing & linking;statistical analysis
10.1109/TVCG.2014.2346594,Visual Abstraction and Exploration of Multi-class Scatterplots,VAST,Journal paper,2014,Haidong Chen;Wei Chen 0001;Honghui Mei;Zhiqi Liu;Kun Zhou;Weifeng Chen 0002;Wentao Gu;Kwan-Liu Ma,10.1109/TVCG.2013.150;10.1109/TVCG.2008.119;10.1109/VISUAL.1998.745301;10.1109/TVCG.2008.120;10.1109/TVCG.2010.197;10.1109/TVCG.2006.187;10.1109/TVCG.2007.70623;10.1109/TVCG.2013.180;10.1109/INFVIS.2004.52;10.1109/VAST.2010.5652460;10.1109/TVCG.2009.112;10.1109/TVCG.2009.122;10.1109/TVCG.2011.181;10.1109/TVCG.2012.238;10.1109/TVCG.2010.176;10.1109/TVCG.2013.212;10.1109/TVCG.2011.261;10.1109/TVCG.2008.153;10.1109/TVCG.2013.183,scatter plot;overdraw reduction;sampling;visual abstraction
10.1109/TVCG.2015.2467871,VA2: A Visual Analytics Approach for Evaluating Visual Analytics Applications,VAST,Journal paper,2015,Tanja Blascheck;Markus John;Kuno Kurzhals;Steffen Koch;Thomas Ertl,10.1109/TVCG.2012.276;10.1109/TVCG.2013.124;10.1109/VAST.2008.4677361;10.1109/VAST.2009.5333878;10.1109/TVCG.2014.2346677;10.1109/VAST.2010.5653598;10.1109/TVCG.2012.273;10.1109/VISUAL.2005.1532837,visual analytic;qualitative evaluation;think-aloud;interaction logs;eye tracking;time series data
10.1109/VISUAL.1995.480807,Interval volume: a solid fitting technique for volumetric data display and analysis,Vis,Conference paper,1995,Issei Fujishiro;Yuji Maeda;Hiroshi Sato,10.1109/VISUAL.1991.175782;10.1109/VISUAL.1992.235223,volume visualization;surface fitting;iso-surface;marching cubes;atomic collision
10.1109/VISUAL.2001.964550,Visualizing 2D probability distributions from EOS satellite image-derived data sets: a case study,Vis,Conference paper,2001,David L. Kao;Jennifer L. Dungan;Alex T. Pang,,uncertainty;probability density function;geostatistics;conditional simulation;data assimilation
10.1109/VISUAL.2003.1250391,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,Conference paper,2003,Jinzhu Gao;Jian Huang 0007;Han-Wei Shen;James Arthur Kohl,10.1109/VISUAL.2002.1183757;10.1109/VISUAL.2002.1183784;10.1109/VISUAL.1998.745713;10.1109/VISUAL.2001.964519;10.1109/VISUAL.1998.745300;10.1109/VISUAL.2001.964515;10.1109/VISUAL.2000.885698,visibility culling;volume rendering;plenoptic opacity function;large data visualization
10.1109/VISUAL.2004.38,Hardware-accelerated adaptive EWA volume splatting,Vis,Conference paper,2004,Wei Chen 0001;Ren Liu;Matthias Zwicker;Hanspeter Pfister,10.1109/VISUAL.1993.398877;10.1109/VISUAL.1997.663882;10.1109/VISUAL.2003.1250403;10.1109/VISUAL.1998.745309;10.1109/VISUAL.1996.567608;10.1109/VISUAL.1999.809909;10.1109/VISUAL.1995.480797;10.1109/VISUAL.2001.964490;10.1109/VISUAL.2000.885698,direct volume rendering;volume splatting;ewa filter;hardware acceleration
10.1109/VISUAL.2004.52,Interactive point-based isosurface extraction,Vis,Conference paper,2004,Yarden Livnat;Xavier Tricoche,10.1109/VISUAL.1998.745713;10.1109/VISUAL.1998.745299;10.1109/VISUAL.1997.663895;10.1109/VISUAL.1995.480806;10.1109/VISUAL.1996.568123;10.1109/VISUAL.2002.1183810;10.1109/VISUAL.1991.175780;10.1109/VISUAL.1998.745300;10.1109/VISUAL.1994.346334,iso-surface;point-based;view dependent;large datasets;interaction
10.1109/VISUAL.2004.62,Light Collages: lighting design for effective visualization,Vis,Conference paper,2004,Chang Ha Lee;Xuejun Hao;Amitabh Varshney,10.1109/VISUAL.2003.1250394;10.1109/VISUAL.2003.1250392;10.1109/VISUAL.2003.1250395;10.1109/VISUAL.2002.1183785,lighting design;scientific illustration;inconsistent lighting;light placement;silhouette enhancement;proximity shadows
10.1109/VISUAL.2005.1532780,The application of GPU particle tracing to diffusion tensor field visualization,Vis,Conference paper,2005,Polina Kondratieva;Jens H. Krüger;Rüdiger Westermann,10.1109/VISUAL.1999.809886;10.1109/VISUAL.2002.1183799;10.1109/VISUAL.1992.235193;10.1109/VISUAL.1999.809894;10.1109/VISUAL.1998.745294,diffusion tensor;dynamic visualization;gpu particle tracing and streamlines;medical visualization
10.1109/VISUAL.2005.1532802,VolumeExplorer: roaming large volumes to couple visualization and data processing for oil and gas exploration,Vis,Conference paper,2005,Laurent Castanie;Bruno Lévy;Fabien Bosquet,10.1109/VISUAL.2004.46;10.1109/VISUAL.1997.663878;10.1109/VISUAL.2005.1532785;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2000.885683;10.1109/VISUAL.1999.809908;10.1109/VISUAL.2002.1183757;10.1109/VISUAL.1999.809889,oil and gas exploration;seismic interpretation;large volumes;volume bricking;out-of-core;volume roaming;paging;texture-based volume visualization;multi-modal rendering;programmable graphics hardware
10.1109/TVCG.2006.150,Hub-based Simulation and Graphics Hardware Accelerated Visualization for Nanotechnology Applications,Vis,Journal paper,2006,Wei Qiao;Michael McLennan;Rick Kennell;David S. Ebert;Gerhard Klimeck,10.1109/VISUAL.2002.1183758;10.1109/VISUAL.2003.1250377;10.1109/VISUAL.2005.1532795;10.1109/VISUAL.1992.235211;10.1109/VISUAL.2005.1532811;10.1109/VISUAL.2003.1250361;10.1109/VISUAL.2000.885683;10.1109/VISUAL.2005.1532794;10.1109/VISUAL.2005.1532793;10.1109/VISUAL.1994.346315;10.1109/VISUAL.2000.885689,remote visualization;volume visualization;flow visualization;graphics hardware;nanotechnology simulation
10.1109/TVCG.2007.70534,A Flexible Multi-Volume Shader Framework for Arbitrarily Intersecting Multi-Resolution Datasets,Vis,Journal paper,2007,John Plate;Thorsten Holtkämper;Bernd Fröhlich 0001,10.1109/VISUAL.2003.1250406;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2002.1183762,multi-volume visualization;constructive solid geometry;shading;display algorithms
10.1109/TVCG.2007.70585,Random-Accessible Compressed Triangle Meshes,Vis,Journal paper,2007,Sung-Eui Yoon;Peter Lindstrom,10.1109/VISUAL.2002.1183796;10.1109/TVCG.2006.143;10.1109/VISUAL.2005.1532800;10.1109/TVCG.2006.162;10.1109/VISUAL.2001.964532,mesh compression;random access;cache-coherent layouts;mesh data structures;external memory algorithms
10.1109/TVCG.2008.186,Volume MLS Ray Casting,Vis,Journal paper,2008,Christian Ledergerber;Gaël Guennebaud;Miriah D. Meyer;Moritz Bächer;Hanspeter Pfister,10.1109/VISUAL.1993.398853;10.1109/VISUAL.2000.885683;10.1109/TVCG.2006.141;10.1109/VISUAL.2001.964490;10.1109/VISUAL.2003.1250414;10.1109/VISUAL.1994.346331;10.1109/VISUAL.2003.1250390,volume visualization;unstructured grid;moving least squares reconstruction;adaptive integration
10.1109/TVCG.2009.191,Towards Utilizing GPUs in Information Visualization: A Model and Implementation of Image-Space Operations,InfoVis,Journal paper,2009,Bryan McDonnel;Niklas Elmqvist,10.1109/INFVIS.2004.12;10.1109/VISUAL.2004.95;10.1109/INFVIS.2002.1173156;10.1109/VAST.2007.4389013;10.1109/TVCG.2007.70580;10.1109/INFVIS.1998.729560;10.1109/INFVIS.1997.636792,gpu-acceleration;shader programming;interaction;high performance visualization
10.1109/TVCG.2009.154,Interactive Streak Surface Visualization on the GPU,Vis,Journal paper,2009,Kai Bürger;Florian Ferstl;Holger Theisel;Rüdiger Westermann,10.1109/VISUAL.1992.235211;10.1109/VISUAL.2001.964506;10.1109/TVCG.2008.133;10.1109/VISUAL.1993.398875;10.1109/TVCG.2008.163,unsteady flow visualization;streak surface generation;gpu
10.1109/TVCG.2009.199,Visual Human+Machine Learning,Vis,Journal paper,2009,Raphael Fuchs;Jürgen Waser;M. Eduard Gröller,10.1109/TVCG.2007.70615;10.1109/TVCG.2008.139;10.1109/VAST.2007.4389001;10.1109/VAST.2007.4389000,interactive visual analysis;volumetric data;multiple competing hypotheses;knowledge discovery;computerassisted multivariate data exploration;curse of dimensionality;predictive analysis;genetic algorithm
10.1109/TVCG.2012.208,Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,InfoVis,Journal paper,2012,Kasper Dinkla;Michel A. Westenberg;Jarke J. van Wijk,10.1109/TVCG.2011.187;10.1109/TVCG.2006.160;10.1109/TVCG.2007.70582;10.1109/INFVIS.2004.1;10.1109/INFVIS.2005.1532126;10.1109/INFVIS.2004.46;10.1109/TVCG.2006.147;10.1109/TVCG.2008.141;10.1109/TVCG.2007.70556;10.1109/INFVIS.2004.5;10.1109/TVCG.2006.156;10.1109/TVCG.2010.159;10.1109/INFVIS.2003.1249030,network;gene regulation;scale-free;adjacency matrix
10.1109/VISUAL.1997.663901,Multiresolution compression and reconstruction,Vis,Conference paper,1997,Oliver G. Staadt;Markus H. Gross;Roger Weber,,wavelets;iso-surface;volumes;triangulation;tetrahedralization;mesh;oracles
10.1109/VISUAL.1998.745323,Pixel masks for screen-door transparency,Vis,Conference paper,1998,Jurriaan D. Mulder;Frans C. A. Groen;Jarke J. van Wijk,10.1109/VISUAL.1990.146361,screen;door transparency
10.1109/INFVIS.1999.801852,Visualizing application behavior on superscalar processors,InfoVis,Conference paper,1999,Chris Stolte;Robert Bosch;Pat Hanrahan;Mendel Rosenblum,,computer systems visualization;visualization system;superscalar processors
10.1109/VISUAL.1999.809901,Implant sprays: compression of progressive tetrahedral mesh connectivity,Vis,Conference paper,1999,Renato Pajarola;Jarek Rossignac;Andrzej Szymczak,10.1109/VISUAL.1998.745315;10.1109/VISUAL.1998.745329,tetrahedral meshes;compression;multiresolution model;progressive incremental reconstruction
10.1109/VISUAL.2003.1250368,Interactive view-dependent rendering with conservative occlusion culling in complex environments,Vis,Conference paper,2003,Sung-Eui Yoon;Brian Salomon;Dinesh Manocha,10.1109/VISUAL.2002.1183760;10.1109/VISUAL.2001.964534;10.1109/VISUAL.2002.1183796,interactive display;view-dependent rendering;occlusion culling;level of detail;multiresolution hierarchies
10.1109/VISUAL.2004.51,Interactive exploration of large remote micro-CT scans,Vis,Conference paper,2004,Steffen Prohaska;Andrei Hutanu;Ralf Kähler;Hans-Christian Hege,10.1109/VISUAL.2000.885729;10.1109/VISUAL.2002.1183758;10.1109/VISUAL.2002.1183757;10.1109/VISUAL.1999.809891;10.1109/VISUAL.2002.1183764;10.1109/VISUAL.1999.809908;10.1109/VISUAL.1997.663888,large data;out-of-core methods;remote visualization;multiresolution visualization
10.1109/VISUAL.2004.55,Interactive terascale particle visualization,Vis,Conference paper,2004,David Ellsworth;Bryan Green;Patrick J. Moran,10.1109/VISUAL.2003.1250375;10.1109/VISUAL.1998.745299;10.1109/VISUAL.1997.663888;10.1109/VISUAL.2003.1250420;10.1109/VISUAL.1994.346311;10.1109/VISUAL.1998.745343;10.1109/VISUAL.1995.480821,visualization;particle tracing;large data;out-of-core;pc hardware;cluster;computational fluid dynamics
10.1109/INFVIS.2005.1532149,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,InfoVis,Conference paper,2005,Poonam Shanbhag;Penny Rheingans;Marie desJardins,10.1109/INFVIS.2001.963273;10.1109/INFVIS.2001.963274,temporal visualization;time-dependent attributes;spatial data;multi-attribute visualization;resource allocation
10.1109/VAST.2006.261415,Collaborative Visual Analytics: Inferring from the Spatial Organization and Collaborative Use of Information,VAST,Conference paper,2006,Paul E. Keel,,visual analytic;spatial information organization;indirect human computer interaction;indirect collaboration;agents;sense making
10.1109/VAST.2007.4389007,SpiralView: Towards Security Policies Assessment through Visual Correlation of Network Resources with Evolution of Alarms,VAST,Conference paper,2007,Enrico Bertini;Patrick Hertzog;Denis Lalanne,10.1109/INFVIS.2001.963273;10.1109/INFVIS.2001.963279;10.1109/INFVIS.2003.1249020,network security;intrusion detection;visualization;data exploration
