DOI,Title,Conference,PaperType,Year,Authors,AuthorAffiliation,InternalReferences,Keywords
10.1109/TVCG.2017.2744683,Do Convolutional Neural Networks Learn Class Hierarchy?,VAST,J,2017,Bilal Alsallakh;Amin Jourabloo;Mao Ye;Xiaoming Liu 0002;Ren Liu,"Bosch Research North AmericaPalo Alto, CA;Michigan State University;Bosch Research North AmericaPalo Alto, CA;Michigan State University;Bosch Research North AmericaPalo Alto, CA",10.1109/TVCG.2014.2346660;10.1109/VAST.2015.7347637;10.1109/TVCG.2016.2598831;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598828;10.1109/TVCG.2017.2744158;10.1109/VISUAL.2005.1532820;10.1109/VAST.2011.6102453,convolutional neural networks;deep learning;image classification;large-scale classification;confusion matrix
10.1109/TVCG.2017.2744938,Analyzing the Training Processes of Deep Generative Models,VAST,J,2017,Mengchen Liu;Jiaxin Shi;Kelei Cao;Jun Zhu 0001;Shixia Liu,Tsinghua UniversityNational Engineering Lab for Big Data Software;Tsinghua University;Tsinghua UniversityNational Engineering Lab for Big Data Software;Tsinghua University;Tsinghua UniversityNational Engineering Lab for Big Data Software,10.1109/TVCG.2016.2598496;10.1109/TVCG.2014.2346594;10.1109/TVCG.2010.131;10.1109/TVCG.2011.239;10.1109/TVCG.2016.2598831;10.1109/TVCG.2016.2598797;10.1109/TVCG.2016.2598838;10.1109/TVCG.2016.2598829;10.1109/VISUAL.2005.1532820;10.1109/VAST.2016.7883511;10.1109/TVCG.2016.2598664,deep learning;deep generative models;blue noise sampling;credit assignment
10.1109/VISUAL.1995.480801,An architecture for retaining and analyzing visual explorations of databases,Vis,C,1995,John Peter Lee;Georges G. Grinstein,"Inst. for Visualization & Perception Res., Massachusetts Univ., Lowell, MA, USA;Inst. for Visualization & Perception Res., Massachusetts Univ., Lowell, MA, USA",10.1109/VISUAL.1994.346304;10.1109/VISUAL.1994.346303;10.1109/VISUAL.1990.146375;10.1109/VISUAL.1992.235203;10.1109/VISUAL.1993.398874;10.1109/VISUAL.1993.398857,visual database exploration;database visualization;metadata;user modeling;interaction
10.1109/VISUAL.2001.964510,"The ""Which Blair project"": a quick visual method for evaluating perceptual color maps",Vis,C,2001,Bernice E. Rogowitz;Alan D. Kalvin,"IBM Thomas J. Watson Res. Center, Hawthorne, NY, USA;IBM Thomas J. Watson Res. Center, Hawthorne, NY, USA",10.1109/VISUAL.1995.480803,perceptual color scales;visual artifacts in visualization;internet color;human color vision
10.1109/VISUAL.2003.1250415,A visual exploration process for the analysis of Internet routing data,Vis,C,2003,Soon Tee Teoh;Kwan-Liu Ma;Shyhtsun Felix Wu,"Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA;Dept. of Comput. Sci., California Univ., Davis, CA, USA",10.1109/VISUAL.2002.1183816,information visualization;text visualization;network visualization;internet stability;homeland security
10.1109/VISUAL.2003.1250418,Visualizing industrial CT volume data for nondestructive testing applications,Vis,C,2003,Runzhen Huang;Kwan-Liu Ma;Patrick S. McCormick;William Ward,"California Univ., Davis, CA, USA;California Univ., Davis, CA, USA",,computed tomography;feature extraction;hardware-acceleration rendering;image processing;interactive visualization;nondestructive testing and evaluation;scientific visualization;surface modeling;user interface;volume rendering
10.1109/VAST.2006.261424,Exploratory Visualization of Multivariate Data with Variable Quality,VAST,C,2006,Zaixian Xie;Shiping Huang;Matthew O. Ward;Elke A. Rundensteiner,"Computer Science Department, Worcester Polytechnic Institute, xiezx@cs.wpi.edu;Computer Science Department, Worcester Polytechnic Institute, shiping@cs.wpi.edu;Computer Science Department, Worcester Polytechnic Institute, matt@cs.wpi.edu;Computer Science Department, Worcester Polytechnic Institute, rundenst@cs.wpi.edu",10.1109/VISUAL.2000.885679;10.1109/INFVIS.2002.1173145;10.1109/VISUAL.1995.485139;10.1109/INFVIS.2004.10,uncertainty visualization;multivariate visualization;data quality
10.1109/TVCG.2007.70558,Geographically Weighted Visualization: Interactive Graphics for Scale-Varying Exploratory Analysis,InfoVis,J,2007,Jason Dykes;Chris Brunsdon,,,geographical weighting;exploratory data analysis;scale;multivariate;directional;interaction;coordinated views
10.1109/VAST.2007.4389001,Intelligent Visual Analytics Queries,VAST,C,2007,Ming C. Hao;Umeshwar Dayal;Daniel A. Keim;D. Morent;Jörn Schneidewind,"Hewlett Packard Laboratories, CA. Electronic Mail: Ming.hao@hp.com;Hewlett Packard Laboratories, CA. Electronic Mail: Umeshwar.dayal@hp.com;University of Konstanz, Germany. Electronic Mail: keim@informatik.uni-konstanz.de;University of Konstanz, Germany. Electronic Mail: Dominik.Morent@uni-konstanz.de;University of Konstanz, Germany. Electronic Mail: schneide@inf.uni-konstanz.de",10.1109/TVCG.2006.200;10.1109/INFVIS.1998.729559;10.1109/VISUAL.1990.146402;10.1109/INFVIS.2000.885086;10.1109/VISUAL.1994.346302,visual analytics query;similarity queries;interactive queries
10.1109/TVCG.2007.70517,Two-Level Approach to Efficient Visualization of Protein Dynamics,Vis,J,2007,Ove Daae Lampe;Ivan Viola;Nathalie Reuter;Helwig Hauser,"Christian Michelsen Research, Norway;Department of Informatics, University of Bergen, Norway;Computational Biology Unit/BCCS, University of Bergen, Norway;Department of Informatics, University of Bergen, Norway",10.1109/VISUAL.2005.1532859;10.1109/INFVIS.1996.559215;10.1109/VISUAL.2000.885733;10.1109/TVCG.2006.115,molecular visualization;hardware acceleration;protein dynamics
10.1109/TVCG.2008.152,Particle-based labeling: Fast point-feature labeling without obscuring other visual features,InfoVis,J,2008,Martin Luboschik;Heidrun Schumann;Hilko Cords,University of Rostock;University of Rostock;University of Rostock,10.1109/TVCG.2006.136;10.1109/TVCG.2006.136;10.1109/VISUAL.2005.1532856,interactive labeling;dynamic labeling;automatic label placement;occlusion-free;information visualization
10.1109/TVCG.2008.158,Rapid Graph Layout Using Space filling Curves,InfoVis,J,2008,Chris Muelder;Kwan-Liu Ma,"University of California, Davis;University of California, Davis",10.1109/INFVIS.2002.1173159;10.1109/INFVIS.2005.1532145;10.1109/INFVIS.2005.1532126;10.1109/INFVIS.2004.66;10.1109/TVCG.2007.70580,information visualization;graph layout;space filling curves
10.1109/TVCG.2009.168,Multi-Scale Surface Descriptors,Vis,J,2009,Gregory Cipriano;George N. Phillips Jr.;Michael Gleicher,University of Wisconsin;University of Wisconsin;University of Wisconsin,10.1109/VISUAL.2003.1250414;10.1109/VISUAL.2002.1183787;10.1109/VISUAL.2002.1183785,curvature;descriptors;npr;stylized rendering;shape matching
10.1109/TVCG.2009.184,Stress Tensor field Visualization for Implant Planning in Orthopedics,Vis,J,2009,Christian Dick;Joachim Georgii;Rainer Burgkart;Rüdiger Westermann,Technische Universität München;Technische Universität München;Technische Universität München;Technische Universität München,10.1109/VISUAL.2005.1532780;10.1109/TVCG.2006.124;10.1109/VISUAL.2003.1250379;10.1109/VISUAL.2004.80;10.1109/VISUAL.1998.745294;10.1109/TVCG.2007.70532;10.1109/VISUAL.2002.1183797;10.1109/VISUAL.1994.346326;10.1109/VISUAL.2005.1532771;10.1109/VISUAL.2002.1183798;10.1109/VISUAL.1994.346326;10.1109/VISUAL.2002.1183799;10.1109/TVCG.2006.151;10.1109/VISUAL.1998.745316,stress tensor fields;biomedical visualization;comparative visualization;implant planning;gpu techniques
10.1109/TVCG.2010.215,Visualization by Proxy: A Novel Framework for Deferred Interaction with Volume Data,Vis,J,2010,Anna Tikhonova;Carlos D. Correa;Kwan-Liu Ma,,10.1109/TVCG.2007.70591;10.1109/VISUAL.1996.568113;10.1109/VISUAL.2002.1183758,volume visualization;deferred interaction;image-based rendering;volume distortion camera
10.1109/TVCG.2011.173,Automatic Transfer Functions Based on Informational Divergence,Vis,J,2011,Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,University of Girona;University of Girona;University of Girona;University of Bergen,10.1109/TVCG.2010.132;10.1109/TVCG.2006.137;10.1109/TVCG.2006.159;10.1109/TVCG.2010.131;10.1109/TVCG.2006.152;10.1109/VISUAL.2003.1250414;10.1109/TVCG.2007.70576;10.1109/TVCG.2009.120;10.1109/VISUAL.1996.568113;10.1109/TVCG.2008.140;10.1109/VISUAL.2005.1532834;10.1109/VISUAL.2002.1183785;10.1109/TVCG.2006.148,transfer function;information theory;informational divergence;kullback-leibler distance
10.1109/TVCG.2011.224,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,Vis,J,2011,Claes Lundström;Thomas Rydell;Camilla Forsell;Anders Persson;Anders Ynnerman,"Center for Medical Image Science and Visualization, Linköping University, Sweden / Sectra Imtec AB, Sweden;Interactive Institute, Norrköping, Sweden;C-research, Linköping University, Sweden;Center for Medical Image Science and Visualization, Linköping University, Sweden;C-research, Linköping University, Sweden",10.1109/TVCG.2010.157;10.1109/VAST.2010.5652880;10.1109/TVCG.2006.146,medical visualization;multi-touch;tabletop display;treatment planning
10.1109/TVCG.2013.183,Perception of Average Value in Multiclass Scatterplots,InfoVis,J,2013,Michael Gleicher;Michael Correll;Christine Nothelfer;Steven Franconeri,University of Wisconsin - Madison;University of Wisconsin - Madison;Northwestern University;Northwestern University,10.1109/TVCG.2012.233,psychophysics;information visualization;perceptual study
10.1109/TVCG.2013.227,Visual Sedimentation,InfoVis,J,2013,Samuel Huron;Romain Vuillemot;Jean-Daniel Fekete,INRIA;INRIA;INRIA,10.1109/VAST.2012.6400552;10.1109/TVCG.2012.291;10.1109/TVCG.2011.179;10.1109/INFVIS.2003.1249014;10.1109/TVCG.2011.185;10.1109/TVCG.2008.166;10.1109/TVCG.2008.171;10.1109/INFVIS.2004.65;10.1109/TVCG.2007.70539,design;information visualization;dynamic visualization;dynamic data;data stream;real time;metaphor
10.1109/TVCG.2015.2467194,TelCoVis: Visual Exploration of Co-occurrence in Urban Human Mobility Based on Telco Data,SciVis,J,2015,Wenchao Wu;Jiayi Xu;Haipeng Zeng;Yixian Zheng;Huamin Qu;Bing Ni;Mingxuan Yuan;Lionel M. Ni,Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Noah's Ark Lab;Noah's Ark Lab;University of Macau,10.1109/VAST.2010.5652478;10.1109/TVCG.2013.193;10.1109/TVCG.2014.2346276;10.1109/TVCG.2013.226;10.1109/TVCG.2011.166;10.1109/TVCG.2013.173;10.1109/TVCG.2014.2346271;10.1109/VAST.2011.6102455;10.1109/INFVIS.2000.885091;10.1109/TVCG.2014.2346665;10.1109/TVCG.2012.265;10.1109/TVCG.2013.228;10.1109/VAST.2014.7042490;10.1109/TVCG.2014.2346922,co-occurrence;human mobility;telco data;bicluster;visual analytics
10.1109/VISUAL.1996.567609,Deformable volume rendering by 3D texture mapping and octree encoding,Vis,C,1996,Shiaofen Fang;Rajagopalan Srinivasan;Su Huang;Raghu Raghavan,"Nat. Univ. of Singapore, Singapore",10.1109/VISUAL.1994.346333,volume rendering;3d texture mapping;morphing;volume deformation;octree;scientific visualization
10.1109/VISUAL.2001.964560,"Archaeological Data Visualization in VR: Analysis of Lamp Finds at the Great Temple of Petra, a Case Study",Vis,C,2001,Daniel Acevedo Feliz;Eileen Vote;David H. Laidlaw;Martha Sharp Joukowsky,"Brown Univ., Providence, RI, USA;Brown Univ., Providence, RI, USA;Brown Univ., Providence, RI, USA",,scientific visualization;archaeological data analysis;immersive virtual reality interfaces
10.1109/VISUAL.2002.1183752,Integration of measurement tools in medical 3d visualizations,Vis,C,2002,Bernhard Preim;Christian Tietjen;Wolf Spindler;Heinz-Otto Peitgen,"Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany;Center for Med. Diagnostic Syst. & Visualization, MeVis, Bremen, Germany",,medical visualization;computer-assisted surgery;quantitative analysis;interaction techniques
10.1109/VISUAL.2004.99,Stream line and path line oriented topology for 2D time-dependent vector fields,Vis,C,2004,Holger Theisel;Tino Weinkauf;Hans-Christian Hege;Hans-Peter Seidel,"Max-Planck-Inst. fur Inf., Saarbrucken, Germany",10.1109/VISUAL.1999.809907;10.1109/VISUAL.2000.885714;10.1109/VISUAL.1993.398849;10.1109/VISUAL.1991.175773;10.1109/VISUAL.1996.567777;10.1109/VISUAL.2000.885716;10.1109/VISUAL.2001.964507;10.1109/VISUAL.2003.1250376,flow visualization;vector field topology;bifurcations;stream lines;path lines
10.1109/TVCG.2006.158,Lines of Curvature for Polyp Detection in Virtual Colonoscopy,Vis,J,2006,Lingxiao Zhao;Charl P. Botha;Javier Bescos;Roel Truyen;Frans Vos;Frits H. Post,"Data Visualization Group, Delft University of Technology;Data Visualization Group, Delft University of Technology;Philips Medical Systems Nederland BV, Best;Philips Medical Systems Nederland BV, Best;Quantitative Imaging Group, Delft University of Technology and Dept. of Radiology, Academic Medical Centre, Amsterdam;Data Visualization Group, Delft University of Technology",10.1109/VISUAL.2005.1532832;10.1109/VISUAL.2000.885690;10.1109/VISUAL.2002.1183789;10.1109/VISUAL.1995.480795,medical visualization;virtual colonoscopy;polyp detection;line of curvature;implicit surface
10.1109/TVCG.2008.149,Multi-Focused Geospatial Analysis Using Probes,InfoVis,J,2008,Thomas Butkiewicz;Wenwen Dou;Zachary Wartell;William Ribarsky;Remco Chang,"The Charlotte Visualization Center, UNC Charlotte;The Charlotte Visualization Center, UNC Charlotte;The Charlotte Visualization Center, UNC Charlotte;The Charlotte Visualization Center, UNC Charlotte;The Charlotte Visualization Center, UNC Charlotte",10.1109/INFVIS.2000.885102;10.1109/TVCG.2007.70574,multiple-view techniques;geospatial visualization;geospatial analysis;focus + context;probes
10.1109/TVCG.2008.120,Direct Volume Editing,Vis,J,2008,Kai Bürger;Jens H. Krüger;Rüdiger Westermann,"Technische Universität München, tum.3D;Scientific Computing and Imaging Institute, University of Utah;Technische Universität München, tum.3D",10.1109/TVCG.2006.124;10.1109/VISUAL.1996.568110;10.1109/VISUAL.2003.1250384;10.1109/VISUAL.2002.1183762;10.1109/VISUAL.2002.1183777;10.1109/TVCG.2007.70555;10.1109/VISUAL.2003.1250381;10.1109/VISUAL.2000.885694;10.1109/VISUAL.2004.48;10.1109/VISUAL.2005.1532856;10.1109/VISUAL.1996.568108,volume editing;gpu;painting;carving;annotations
10.1109/TVCG.2008.145,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,Vis,J,2008,Kresimir Matkovic;Denis Gracanin;Mario Jelovic;Helwig Hauser,"VRVis Research Center, Vienna;Virginia Tech;AVL AST, Zagreb;University of Bergen",10.1109/INFVIS.2004.12;10.1109/VISUAL.1998.745289;10.1109/VISUAL.2005.1532821;10.1109/INFVIS.2005.1532143;10.1109/VISUAL.2003.1250417;10.1109/VISUAL.2005.1532850,interactive computational steering;interactive visual analysis;simulation;common rail injection system
10.1109/VAST.2009.5332629,Two-stage framework for visualization of clustered high dimensional data,VAST,C,2009,Jaegul Choo;Shawn Bohn;Haesun Park,"College of Computing, Georgia Institute of Technology, 266 Ferst Drive, Atlanta, 30332, USA;National Visualization and Analytics Center, Pacific Northwest National Laboratory, 902 Battelle Blvd, Richland, WA 99354, USA;College of Computing, Georgia Institute of Technology, 266 Ferst Drive, Atlanta, 30332, USA",10.1109/INFVIS.2003.1249017,dimension reduction;linear discriminant analysis;principal component analysis;orthogonal centroid method;2d projection;clustered data;regularization;generalized singular value decomposition
10.1109/TVCG.2009.166,Markerless View-Independent Registration of Multiple Distorted Projectors on Extruded Surfaces Using an Uncalibrated Camera,Vis,J,2009,Behzad Sajadi;Aditi Majumder,"University of California, Irvine;University of California, Irvine",10.1109/VISUAL.2001.964508;10.1109/VISUAL.2002.1183793;10.1109/VISUAL.1999.809883;10.1109/TVCG.2009.124;10.1109/TVCG.2007.70586,registration;calibration;multi-projector displays;tiled displays
10.1109/TVCG.2009.112,A Novel Interface for Interactive Exploration of DTI fibers,Vis,J,2009,Wei Chen 0001;Zi'ang Ding;Song Zhang 0004;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,"State Key Lab of CAD&CG,Zhejiang University;State Key Lab of CAD&CG,Zhejiang University;Department of Computer Science and Engineering,Mississippi State University;Brown University;Brown University;Department of Computer Science and Engineering,The Hong Kong University of Science and Technology;College of Veterinary Medicine, Mississippi State University;Brigham and Women’s Hospital;State Key Lab of CAD&CG,Zhejiang University;State Key Lab of CAD&CG,Zhejiang University",10.1109/TVCG.2007.70602;10.1109/TVCG.2009.141;10.1109/VISUAL.2005.1532777;10.1109/VISUAL.2003.1250413;10.1109/VISUAL.2005.1532778;10.1109/VISUAL.2005.1532779;10.1109/VISUAL.2005.1532772;10.1109/VISUAL.2003.1250379;10.1109/VISUAL.2004.30,diffusion tensor imaging;fibers;fiber clustering;visualization interface
10.1109/TVCG.2009.170,Parameter Sensitivity Visualization for DTI fiber Tracking,Vis,J,2009,Ralph Brecheisen;Anna Vilanova;Bram Platel;Bart M. ter Haar Romeny,Technical University Eindhoven;Technical University Eindhoven;Technical University Eindhoven;Technical University Eindhoven,10.1109/TVCG.2008.147;10.1109/VISUAL.2005.1532853;10.1109/TVCG.2007.70518;10.1109/VISUAL.2005.1532778;10.1109/VISUAL.2005.1532779;10.1109/VISUAL.1996.568116;10.1109/VISUAL.1999.809894;10.1109/VISUAL.2004.30;10.1109/VISUAL.2001.964552,fiber tracking;parameter sensitivity;stopping criteria;diffusion tensor imaging;uncertainty visualization
